# Accelerometer Data File
# Started @Fri Feb 08 08:53:39 EET 2019
#
#
# sensor Vendor: MTK
# sensor Name: ACCELEROMETER
# sensor Resolution: 0.00390625m/sec^2; Max Range: 32.0; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
-0.494 -0.276 -0.04 9
-0.444 -0.248 -0.036 10
-0.4 -0.223 0.518 11
-0.36 -0.201 0.879 10
-0.324 -0.457 1.481 11
-0.291 -0.411 1.333 9
-0.262 -0.646 1.199 10
-0.236 -0.581 0.666 9
-0.212 -0.247 0.323 11
-0.191 -0.085 -0.121 10
0.24 -0.076 -0.523 10
0.079 -0.069 -0.608 10
0.071 -0.062 -0.548 10
0.063 -0.056 -0.217 10
0.057 -0.05 -0.058 10
0.051 -0.045 -0.052 10
0.046 -0.04 -0.047 12
0.041 -0.036 -0.042 8
0.037 -0.033 -0.038 10
0.034 -0.029 -0.034 10
0.03 -0.026 -0.03 10
0.027 -0.024 -0.027 10
0.024 -0.021 -0.025 10
-0.253 -0.019 -0.022 10
-0.227 -0.017 -0.02 9
-0.204 -0.015 -0.018 11
-0.184 -0.014 -0.016 10
-0.166 -0.012 -0.014 10
0.125 -0.011 0.262 10
0.251 -0.01 0.236 10
0.225 -0.009 0.212 9
-0.072 -0.008 -0.084 11
-0.064 -0.007 -0.076 10
-0.058 -0.006 -0.068 10
-0.052 -0.006 -0.061 10
-0.047 -0.005 -0.055 10
-0.042 -0.004 -0.049 9
-0.038 -0.004 -0.044 11
-0.034 -0.004 -0.04 10
-0.031 -0.003 -0.036 10
-0.027 -0.003 -0.308 10
-0.025 -0.002 -0.139 10
-0.022 -0.14 0.15 17
-0.02 -0.126 0.135 3
-0.018 -0.113 0.121 10
-0.016 -0.102 0.109 10
-0.014 -0.092 0.374 15
-0.426 -0.082 0.336 15
-0.383 -0.074 0.303 10
-0.345 -0.342 0.272 10
-0.31 -0.308 0.245 9
-0.279 -0.277 -0.193 12
-0.251 -0.249 -0.311 9
0.048 -0.224 -0.555 10
0.043 -0.202 -0.5 10
0.452 -0.182 -0.45 10
0.407 -0.163 -0.405 11
0.366 -0.147 -0.364 8
0.605 -0.132 -0.328 11
0.544 -0.119 -0.295 9
0.49 -0.107 -0.265 11
0.855 -0.373 -0.239 10
0.769 -0.473 0.06 10
0.417 -0.426 0.054 10
0.375 -0.383 0.048 10
0.338 -0.345 0.043 10
0.717 -0.586 0.039 9
0.921 -0.389 0.035 11
1.105 -0.35 0.031 12
1.133 -0.315 0.028 7
1.019 0.129 -0.249 11
0.917 0.392 -0.086 10
0.826 0.353 0.197 10
0.743 0.317 0.591 10
0.117 -0.128 0.807 10
-0.308 -0.115 1.003 10
-0.553 -0.103 0.765 10
-1.049 -0.093 0.412 10
-0.944 -0.083 0.095 10
-0.849 -0.075 0.086 10
-0.764 -0.068 0.077 10
-0.275 -0.061 0.345 9
0.028 -0.055 0.448 11
0.025 -0.049 0.403 9
0.023 0.231 -0.049 16
0.02 0.208 -0.321 6
0.018 0.187 -0.426 9
-0.259 0.168 -0.659 9
-0.371 0.151 -0.869 11
-0.334 0.136 -1.058 10
-0.3 0.123 -0.814 9
-0.27 0.11 -0.457 11
0.17 0.099 0.001 11
0.153 0.089 0.415 8
0.138 0.08 1.063 18
0.124 0.072 1.094 3
0.111 -0.21 0.985 10
0.1 -0.189 0.886 10
0.09 -0.17 0.384 9
0.494 -0.153 0.208 11
0.583 -0.138 -0.088 10
0.525 -0.124 -0.217 10
0.472 -0.112 -0.195 10
0.425 -0.1 -0.175 10
0.383 -0.09 -0.158 10
0.344 -0.081 -0.142 10
0.31 -0.073 0.147 10
0.002 -0.066 0.132 9
0.002 -0.059 0.119 11
0.002 -0.053 -0.168 10
0.002 -0.048 -0.289 9
0.001 -0.043 -0.26 13
0.001 -0.039 -0.234 8
0.001 -0.035 -0.486 10
0.001 0.244 -0.575 9
0.001 0.22 -0.518 11
0.001 0.198 -0.19 10
-0.274 0.178 -0.034 10
-0.385 0.16 -0.03 10
-0.346 0.144 0.248 10
-0.587 0.13 0.086 9
-0.528 0.117 0.077 11
-0.476 0.105 0.069 9
-0.428 0.094 -0.213 11
-0.385 0.085 -0.192 10
-0.347 0.076 -0.172 17
-0.587 0.069 -0.155 3
-0.528 0.062 0.136 10
-0.476 0.055 0.26 10
-0.428 0.05 0.234 9
-0.385 0.045 0.21 11
-0.622 0.04 0.189 10
-0.56 0.036 -0.105 10
-0.504 0.033 -0.232 11
-0.453 0.029 -0.209 8
-0.408 0.026 -0.188 19
-0.367 0.024 -0.169 2
-0.33 0.021 -0.152 10
-0.297 0.019 0.138 12
-0.267 0.017 0.125 8
-0.241 0.015 0.112 10
-0.217 0.014 0.101 9
-0.195 0.012 0.091 11
-0.175 0.011 0.082 10
-0.158 0.01 0.073 10
-0.142 0.009 -0.209 9
-0.128 0.008 -0.051 10
-0.115 0.007 -0.046 11
-0.103 0.006 -0.041 10
-0.093 0.006 0.376 10
-0.084 0.005 0.339 12
-0.075 0.004 0.305 8
-0.068 0.004 0.274 17
-0.061 0.004 0.247 3
-0.055 0.003 0.222 10
-0.049 0.003 -0.075 9
-0.044 0.002 -0.067 10
-0.04 0.002 -0.06 11
-0.036 0.002 -0.054 9
-0.032 0.002 -0.049 11
-0.029 0.001 -0.044 10
-0.026 0.001 -0.039 10
-0.023 0.001 -0.035 18
-0.021 0.001 -0.032 2
0.256 0.001 -0.029 10
0.23 0.001 -0.026 9
0.207 0.001 -0.023 11
0.186 0.0 -0.021 9
0.168 0.0 -0.019 10
0.151 0.0 -0.017 11
0.136 -0.275 -0.015 10
0.122 -0.248 -0.29 10
0.11 -0.223 -0.261 11
0.099 0.075 -0.235 9
0.502 0.205 -0.211 12
0.452 0.184 -0.19 7
0.406 0.166 -0.171 11
0.366 0.149 0.122 10
0.054 0.134 0.247 9
0.048 -0.154 0.222 11
0.043 -0.138 0.2 9
0.039 -0.124 -0.095 11
0.035 -0.112 -0.223 9
0.032 0.174 -0.476 11
0.304 0.156 -0.291 10
0.273 0.141 -0.262 10
0.246 0.127 -0.236 10
0.221 0.114 0.062 10
0.199 0.102 0.056 10
0.179 0.092 0.05 9
0.161 0.083 0.045 11
0.145 0.075 0.041 12
0.13 0.067 0.037 8
0.117 0.06 0.033 10
0.106 0.054 0.03 9
-0.179 0.049 0.027 11
-0.161 0.044 0.024 10
-0.145 0.039 0.021 10
-0.131 0.035 0.019 10
-0.118 0.032 0.017 9
-0.106 0.029 0.015 11
-0.095 0.026 0.014 10
-0.086 0.023 0.012 9
-0.077 0.021 0.011 11
-0.069 0.019 0.01 10
-0.062 0.017 0.009 10
-0.056 0.015 0.008 13
-0.05 0.013 0.007 7
-0.321 0.012 0.006 10
-0.289 0.011 0.006 18
-0.26 0.01 0.005 1
-0.234 0.009 0.005 11
-0.21 0.008 0.004 10
-0.189 0.007 0.004 9
0.104 0.006 0.003 11
0.094 0.005 0.003 11
0.084 0.005 0.002 8
0.076 -0.132 0.002 11
0.068 -0.119 0.002 10
0.061 -0.107 0.002 10
0.055 -0.096 0.278 18
0.05 -0.087 0.25 1
0.045 -0.078 0.225 15
0.04 -0.07 0.202 11
0.036 -0.063 -0.093 5
0.032 -0.057 -0.084 9
0.029 -0.051 -0.075 13
0.026 -0.046 -0.068 8
0.023 -0.041 -0.061 9
0.021 -0.037 -0.055 11
0.019 -0.033 -0.049 13
0.017 -0.03 -0.044 7
0.015 -0.027 -0.04 11
0.014 -0.024 -0.036 9
0.012 -0.022 0.243 16
0.011 -0.019 0.219 4
0.01 -0.017 0.197 10
0.009 -0.016 0.177 9
0.008 -0.014 -0.116 11
0.007 -0.013 -0.104 12
0.006 -0.011 -0.094 7
0.006 -0.01 0.466 11
0.005 -0.009 0.557 9
0.004 -0.008 0.502 10
0.004 -0.007 0.865 11
0.003 -0.006 0.779 9
-0.271 -0.006 0.701 10
-0.106 -0.005 1.045 11
-0.096 0.27 1.216 10
-0.086 0.243 0.956 10
0.197 0.218 0.447 10
0.177 0.197 -0.562 10
0.159 0.177 -1.057 10
0.143 0.159 -1.366 10
0.129 0.419 -1.504 10
-0.158 0.377 -1.63 10
-0.28 0.34 -1.743 10
-0.252 0.306 -1.982 10
-0.227 0.275 -1.784 10
0.208 0.523 -1.606 10
0.325 0.471 -1.445 10
0.569 0.423 -1.025 9
0.649 0.381 -0.784 11
0.584 0.619 0.121 9
0.526 0.557 0.523 11
0.473 0.225 0.746 10
0.012 0.203 0.81 9
-0.126 0.182 0.729 11
-0.113 0.164 0.656 11
-0.102 0.148 0.314 8
-0.092 0.133 0.145 11
-0.083 0.119 0.13 10
-0.074 0.107 0.117 13
-0.067 0.097 -0.17 7
-0.06 0.087 -0.014 10
0.22 0.078 -0.013 13
0.198 0.07 -0.012 7
0.178 0.063 -0.01 10
0.161 0.057 0.403 9
0.144 0.051 0.225 11
0.13 0.046 0.202 11
0.117 0.041 0.182 8
-0.307 0.037 0.164 11
-0.276 0.033 0.147 10
-0.249 0.03 0.133 9
-0.224 0.027 0.119 11
-0.201 0.024 0.107 9
0.093 0.022 -0.178 11
0.222 0.019 -0.299 10
0.199 0.017 0.007 9
0.179 0.016 0.144 11
0.161 0.014 0.129 10
0.145 0.013 0.53 11
0.131 0.011 0.477 8
0.118 0.01 0.429 16
-0.169 0.009 -0.027 5
-0.289 0.008 0.113 9
-0.26 0.007 0.101 19
-0.234 0.006 0.091 2
-0.211 0.006 0.082 10
0.085 0.005 0.074 9
0.076 0.005 -0.208 11
0.068 0.004 -0.187 10
0.062 0.004 -0.168 9
0.055 0.003 -0.151 11
0.05 0.003 -0.136 10
0.045 0.003 -0.123 10
0.04 0.002 -0.11 12
-0.238 0.002 -0.099 8
-0.214 0.002 -0.089 12
-0.193 0.001 -0.08 8
-0.174 0.001 -0.072 10
-0.156 0.001 -0.065 9
-0.14 0.001 -0.058 11
-0.126 0.001 -0.052 9
-0.114 0.001 -0.047 11
-0.102 0.001 -0.042 10
-0.092 0.0 0.236 10
-0.083 0.0 0.213 10
-0.074 0.0 -0.083 10
-0.067 0.0 -0.075 10
-0.06 0.0 -0.067 9
-0.054 0.0 -0.06 10
0.088 0.0 -0.054 11
0.079 0.0 -0.049 10
0.071 0.0 -0.044 10
0.064 0.0 -0.039 10
0.058 0.0 -0.035 9
0.052 0.0 -0.032 11
0.047 0.0 -0.029 11
0.042 0.0 -0.026 9
0.038 0.0 -0.023 10
0.034 0.0 -0.021 10
0.03 0.0 -0.019 11
0.027 0.0 -0.293 8
0.025 0.0 -0.264 11
0.022 0.0 -0.237 9
0.02 0.0 -0.213 11
0.018 0.0 0.083 10
0.016 0.0 0.213 9
0.014 0.0 0.191 14
0.013 0.0 0.172 6
0.011 0.0 0.155 10
0.01 0.0 0.139 11
0.009 0.0 0.402 9
0.008 0.0 0.499 11
0.007 -0.275 0.173 10
0.007 -0.11 0.156 10
0.006 -0.099 0.14 10
0.005 -0.089 0.126 10
0.005 -0.08 0.113 12
0.004 -0.072 0.102 8
0.004 -0.065 0.092 10
0.003 -0.058 0.082 10
0.003 -0.052 0.074 10
0.003 -0.047 0.067 11
0.002 -0.042 -0.214 9
0.002 -0.038 -0.331 9
0.002 -0.034 -0.298 10
0.001 -0.031 -0.268 11
0.001 -0.165 0.171 9
0.001 -0.149 0.016 11
0.001 -0.134 0.015 9
0.001 -0.12 0.013 10
0.001 -0.108 0.012 11
0.001 -0.097 0.011 9
0.0 -0.088 0.286 11
0.0 -0.079 0.257 12
0.0 -0.071 0.507 7
0.0 -0.34 0.594 11
-0.274 -0.306 0.534 10
-0.109 -0.275 0.068 10
-0.098 -0.248 -0.077 10
-0.088 -0.223 -0.069 10
-0.079 -0.201 -0.062 10
-0.071 -0.18 -0.331 9
-0.064 -0.162 -0.298 11
-0.058 -0.146 -0.268 9
-0.052 -0.131 -0.241 10
0.228 -0.118 -0.217 11
0.205 -0.106 -0.472 9
0.184 -0.096 -0.286 11
0.166 -0.086 -0.257 10
0.149 -0.077 -0.231 10
-0.14 -0.07 0.066 10
-0.264 -0.063 0.336 10
-0.237 -0.056 0.715 10
-0.214 -0.051 1.058 10
-0.192 -0.045 0.814 10
0.102 -0.041 0.181 9
-0.045 -0.037 -0.25 11
-0.041 -0.033 -0.087 11
-0.037 -0.03 -0.079 9
-0.033 -0.027 -0.071 9
-0.03 -0.024 -0.064 11
-0.027 -0.021 -0.057 10
0.251 -0.019 -0.051 10
0.088 -0.017 -0.046 10
0.079 -0.016 -0.042 10
0.071 -0.014 -0.313 9
0.064 -0.012 -0.144 11
0.057 -0.011 -0.129 10
0.052 -0.01 0.159 9
0.046 -0.009 0.004 11
0.042 -0.008 0.004 10
0.037 -0.007 0.004 10
0.034 -0.006 0.003 10
0.03 -0.006 0.003 10
0.027 -0.005 0.002 9
0.024 -0.005 0.002 11
0.022 -0.004 0.002 9
0.02 -0.004 0.002 11
0.018 -0.003 0.001 10
0.016 -0.003 0.001 9
0.014 -0.002 0.001 11
0.013 -0.002 0.001 10
0.011 -0.002 0.001 10
0.01 -0.002 0.001 10
0.009 -0.001 0.001 10
0.008 -0.001 0.0 10
0.007 -0.001 0.0 10
0.007 -0.001 0.0 10
0.006 -0.001 0.276 10
0.005 -0.001 0.249 9
0.005 -0.001 0.224 11
0.004 0.0 -0.074 12
0.004 0.0 -0.204 8
0.003 0.0 -0.184 10
0.003 0.0 -0.165 9
0.003 0.0 0.127 15
0.002 0.0 0.114 6
0.002 0.0 0.102 10
0.002 0.0 0.092 10
0.001 0.0 0.083 10
0.001 0.0 0.075 9
0.001 0.0 0.067 10
-0.273 0.0 0.06 11
-0.246 0.0 0.054 9
-0.221 0.0 0.049 11
-0.199 0.0 0.044 10
0.095 0.0 0.039 10
0.086 0.0 0.035 10
0.077 0.0 0.032 10
0.069 0.0 0.029 10
0.062 0.0 0.026 12
0.056 0.0 0.023 7
0.05 0.0 0.021 11
0.045 0.0 0.019 9
0.041 0.0 0.017 11
0.037 0.0 0.015 11
0.033 0.0 -0.124 9
0.03 0.0 -0.112 11
0.027 0.0 -0.1 8
0.024 0.0 -0.09 11
0.021 0.0 -0.081 10
0.019 0.0 -0.073 10
0.017 0.0 -0.066 9
0.015 0.0 -0.059 11
0.014 0.0 -0.329 10
0.012 0.0 -0.296 9
0.011 0.0 -0.266 11
0.01 0.0 -0.239 9
0.009 0.0 0.198 18
0.008 0.0 0.039 3
0.007 0.0 0.035 10
0.006 0.0 0.032 10
0.006 0.0 0.028 10
0.005 0.0 0.026 10
0.005 0.0 0.023 12
0.004 0.0 0.021 7
0.004 0.0 0.018 11
0.003 0.0 0.017 10
0.003 0.0 0.015 10
0.002 -0.137 0.013 10
0.002 -0.123 0.012 10
0.002 -0.111 0.011 10
0.002 -0.1 0.01 9
0.001 -0.09 0.009 11
0.001 -0.081 0.008 9
0.001 -0.073 0.007 11
0.001 -0.065 0.006 10
0.001 -0.059 0.005 10
0.001 -0.053 0.005 10
0.001 -0.048 0.004 9
0.0 -0.043 0.004 11
0.0 -0.038 0.003 12
0.0 -0.035 0.003 8
0.0 -0.031 0.003 17
0.0 -0.028 0.002 3
0.0 -0.025 0.002 10
0.0 -0.022 0.002 10
0.0 -0.02 0.002 10
0.0 -0.018 0.001 10
0.0 -0.016 0.001 9
0.0 -0.015 0.001 11
0.0 -0.013 0.001 10
0.0 -0.012 0.001 10
0.0 -0.01 0.001 17
0.0 -0.009 0.0 3
0.0 -0.008 0.0 10
0.0 -0.008 0.0 9
0.0 -0.007 0.0 10
0.0 -0.006 0.0 10
0.0 -0.005 0.0 11
0.0 -0.005 0.0 16
0.0 -0.004 0.0 4
0.0 -0.004 0.0 10
0.0 -0.003 0.0 12
0.0 -0.003 0.0 8
0.0 -0.003 0.0 10
0.0 -0.002 0.0 10
0.0 -0.002 0.0 10
0.0 -0.002 0.0 10
0.0 -0.002 0.0 10
0.0 -0.001 0.0 11
0.0 -0.277 0.0 9
0.0 -0.111 0.0 10
0.0 -0.1 0.0 10
-0.275 -0.09 0.0 10
-0.247 -0.081 0.276 9
-0.223 -0.073 0.248 13
-0.2 -0.065 0.223 7
0.094 -0.059 -0.074 12
0.085 -0.053 -0.342 18
0.076 -0.048 -0.308 1
0.069 -0.043 -0.277 10
0.062 -0.038 -0.249 12
0.055 -0.035 -0.224 8
0.05 -0.031 0.073 10
0.045 -0.028 0.204 10
0.04 -0.025 0.183 14
0.036 -0.022 0.165 6
0.033 -0.02 0.148 10
0.029 -0.018 0.134 11
0.026 -0.016 0.12 9
0.024 -0.015 0.108 1
0.021 -0.013 0.097 10
0.019 -0.012 0.087 10
0.017 -0.01 -0.197 9
0.015 -0.009 -0.177 10
0.014 -0.008 -0.159 9
0.012 -0.008 0.132 10
0.011 -0.007 0.119 11
0.01 -0.006 0.107 10
0.009 -0.005 0.096 10
0.008 -0.005 0.086 10
0.007 -0.004 0.078 11
0.006 -0.004 0.07 9
0.006 -0.003 0.063 10
0.005 0.134 0.057 9
0.004 0.12 -0.224 11
0.004 0.108 -0.202 10
0.004 0.097 -0.182 10
0.003 0.088 -0.163 10
0.003 0.079 0.266 10
0.002 0.071 0.239 10
0.002 0.064 0.215 10
0.002 0.057 0.194 10
0.002 0.052 0.174 10
0.001 0.046 0.157 10
0.001 0.042 0.141 10
0.001 0.037 -0.148 10
0.001 0.034 -0.133 10
0.001 0.03 -0.12 10
0.001 0.027 -0.108 10
0.001 0.024 -0.097 10
0.0 0.022 -0.087 10
0.0 0.02 0.197 10
-0.274 0.018 0.177 10
-0.247 0.016 0.159 10
-0.222 0.014 0.143 10
0.075 0.013 0.129 9
0.067 0.011 -0.159 11
0.06 0.01 -0.143 9
0.054 0.009 -0.129 11
0.049 -0.129 -0.116 11
0.044 -0.116 -0.104 8
0.039 -0.104 -0.094 11
0.035 -0.094 -0.084 10
0.032 -0.084 0.199 10
0.029 -0.076 0.179 12
0.026 -0.068 0.161 8
0.023 -0.061 0.145 10
0.021 -0.055 -0.145 9
0.019 -0.049 -0.268 11
0.017 -0.044 -0.241 9
0.015 -0.04 -0.217 10
0.013 -0.036 0.08 11
0.012 -0.032 0.21 10
0.011 -0.029 0.189 10
0.01 -0.026 -0.105 10
0.009 -0.023 0.043 9
0.008 -0.021 0.038 11
0.007 -0.019 0.035 10
0.006 -0.017 -0.244 9
0.005 0.259 -0.22 10
0.005 0.096 -0.198 11
0.004 0.086 -0.178 10
0.004 0.077 0.115 10
0.003 0.07 0.104 10
0.003 0.063 -0.182 9
-0.272 0.056 -0.164 11
-0.107 0.051 -0.147 10
0.178 0.045 -0.133 10
0.16 0.041 -0.119 10
0.144 0.037 -0.107 9
0.13 0.033 -0.097 11
0.117 0.03 -0.087 9
0.105 0.027 -0.078 11
-0.18 0.024 -0.07 9
-0.162 0.021 -0.063 11
-0.146 0.019 -0.057 10
-0.131 0.017 -0.051 10
-0.118 0.016 -0.046 10
-0.106 0.014 -0.041 9
-0.095 0.012 -0.037 11
-0.086 0.011 -0.033 10
-0.077 0.01 -0.03 10
-0.069 0.009 -0.027 10
-0.062 0.008 -0.024 9
-0.056 0.007 -0.022 11
-0.05 0.006 0.256 9
-0.045 0.006 0.23 11
-0.041 0.005 0.207 10
-0.037 0.005 0.186 9
-0.033 0.004 0.168 11
-0.03 0.004 0.151 10
-0.027 0.003 0.136 10
-0.024 0.003 0.122 10
-0.021 0.002 0.11 10
-0.019 0.002 0.099 10
-0.017 0.002 0.089 9
-0.015 0.002 0.08 11
-0.014 0.001 0.072 10
-0.012 0.001 0.065 10
-0.011 0.001 0.058 10
-0.01 0.001 0.052 10
-0.009 0.001 0.047 10
-0.008 0.001 0.042 10
-0.007 0.001 0.038 9
-0.006 0.0 0.034 11
-0.006 0.0 0.031 10
-0.005 0.0 0.028 10
-0.005 0.0 0.025 10
-0.004 0.0 0.022 10
-0.004 0.0 0.02 10
-0.003 0.0 0.018 10
-0.003 0.0 0.016 10
-0.002 0.0 -0.261 10
-0.002 0.0 -0.097 10
-0.002 0.0 -0.087 10
-0.002 0.0 -0.354 10
-0.001 0.0 -0.181 10
-0.001 0.0 0.113 10
-0.001 0.0 0.101 10
-0.001 0.0 0.091 10
-0.001 0.0 0.082 10
-0.001 0.0 0.074 10
-0.001 0.0 0.066 10
0.0 0.0 0.06 10
0.0 0.0 -0.222 10
0.0 0.0 -0.199 10
0.0 0.0 -0.179 10
0.0 0.0 -0.161 10
0.0 0.0 -0.145 10
0.0 0.0 -0.131 10
0.0 0.0 0.158 10
0.0 0.0 0.142 10
0.0 0.0 0.128 10
0.137 0.0 0.115 10
-0.014 0.0 0.103 9
-0.012 0.0 0.093 11
-0.011 0.0 0.084 10
-0.01 0.0 0.075 10
-0.009 0.0 -0.208 10
-0.008 0.0 -0.049 9
-0.007 0.0 -0.044 11
-0.006 0.0 -0.04 9
-0.006 0.0 -0.036 11
-0.005 0.0 -0.032 9
-0.004 0.0 -0.029 11
-0.004 0.0 -0.026 10
-0.003 0.0 -0.023 10
-0.003 0.0 -0.021 10
-0.003 0.0 -0.019 10
-0.002 0.0 -0.017 10
-0.002 0.0 -0.015 9
-0.002 0.0 -0.014 11
-0.002 0.0 -0.012 12
-0.001 0.0 -0.011 8
-0.001 0.0 -0.01 10
-0.001 0.0 -0.009 9
-0.001 0.0 -0.008 11
0.136 0.0 -0.007 10
0.122 0.0 -0.006 9
0.11 0.0 -0.006 11
0.099 0.0 -0.005 9
0.089 0.0 -0.004 11
0.08 0.0 -0.004 10
0.072 0.0 -0.003 10
0.065 0.0 -0.003 10
0.058 0.0 -0.003 10
0.052 0.0 -0.002 10
0.047 0.0 -0.002 9
0.042 0.0 -0.002 11
0.038 0.0 -0.002 10
0.034 0.0 0.274 10
0.031 0.0 0.109 10
0.028 0.0 0.098 9
0.025 0.0 0.088 14
0.022 0.0 0.079 7
0.02 0.0 0.071 9
0.018 0.0 0.064 11
0.016 0.0 0.058 10
0.014 0.0 0.052 10
0.013 0.0 0.047 0
0.012 0.0 0.042 10
0.01 0.0 0.038 10
0.009 0.0 0.034 10
0.008 0.0 0.03 10
0.007 0.0 0.027 10
0.007 0.0 0.024 9
0.006 0.0 0.022 11
0.005 0.0 0.02 10
0.005 0.0 -0.258 10
0.004 0.0 0.044 10
0.004 0.0 0.039 10
0.003 0.0 0.035 10
0.003 0.0 0.032 10
0.003 0.0 0.028 10
0.002 0.0 0.026 10
0.002 0.0 0.023 10
0.002 0.0 -0.392 10
0.002 0.0 -0.353 10
0.001 0.0 -0.318 10
0.001 0.0 -0.286 10
0.001 0.0 -0.257 10
0.001 0.0 0.043 10
0.001 0.0 0.177 10
0.001 0.0 0.159 10
0.0 0.0 0.143 10
0.0 0.0 0.129 10
0.0 0.0 0.116 10
0.0 0.0 0.104 10
0.0 0.0 0.094 10
0.0 0.0 0.084 10
0.0 0.0 -0.199 10
0.0 0.0 -0.179 10
0.0 0.0 -0.161 10
0.0 0.0 -0.145 10
0.0 0.0 -0.131 10
0.0 0.0 -0.117 10
0.0 0.0 0.17 10
0.0 0.0 0.29 10
0.0 0.0 0.261 10
0.0 0.0 0.235 10
0.0 0.0 -0.064 10
0.0 0.0 -0.057 10
0.0 0.0 -0.052 10
0.0 0.0 -0.046 10
0.0 0.0 -0.042 10
0.0 0.0 -0.037 10
0.0 0.0 -0.034 18
0.0 0.0 -0.03 2
0.0 0.0 -0.027 13
0.0 0.0 -0.024 7
0.0 0.0 0.253 20
0.0 0.0 0.09 10
0.0 0.0 0.081 10
0.0 0.0 0.073 10
0.0 0.0 0.066 10
0.0 0.0 0.059 10
0.0 0.0 0.053 10
0.0 0.0 0.048 10
0.0 0.0 0.043 10
0.0 0.0 0.039 10
0.0 0.0 0.035 10
0.0 0.0 0.031 10
0.0 0.0 0.028 10
0.0 0.0 0.025 10
0.0 0.0 0.023 10
0.0 0.0 0.02 10
0.0 0.0 0.018 10
0.0 0.0 0.016 10
0.0 0.0 0.015 10
0.0 0.0 0.013 10
0.0 0.0 0.012 10
0.0 0.0 0.011 10
0.0 0.0 0.009 10
0.0 0.0 0.008 10
0.0 0.0 0.008 10
0.0 0.0 -0.269 10
0.0 0.0 -0.242 10
0.0 0.0 -0.217 10
0.0 0.0 -0.196 10
0.0 0.0 0.099 15
0.0 0.0 0.227 6
0.0 0.0 0.204 9
0.0 0.0 0.184 10
0.0 0.0 -0.11 10
0.0 0.0 -0.237 10
0.0 0.0 -0.213 10
0.0 0.0 -0.192 10
0.0 0.0 -0.172 10
0.0 0.0 -0.155 10
0.0 0.0 -0.14 10
0.0 0.0 0.15 10
0.0 0.0 0.135 10
0.0 0.0 0.121 15
0.0 0.0 0.109 5
0.0 0.0 0.098 10
0.0 0.0 0.088 10
0.0 0.0 0.079 1
0.0 0.0 0.071 10
0.0 0.0 0.064 10
0.0 0.0 0.058 9
0.0 0.0 -0.223 10
0.0 0.0 -0.201 9
0.0 0.0 -0.181 10
0.0 0.0 -0.163 11
0.0 0.0 -0.146 9
0.0 0.0 -0.132 11
0.0 0.0 -0.118 10
0.0 0.0 0.306 9
0.0 0.0 0.138 11
0.0 0.0 0.124 9
0.0 0.0 0.112 11
0.0 0.0 0.1 9
0.0 0.0 0.09 11
0.0 0.0 0.081 10
0.0 0.0 0.073 9
0.0 0.0 0.066 11
0.0 0.0 0.059 9
0.0 0.0 0.053 10
0.0 0.0 0.048 11
0.0 0.0 0.043 10
0.0 0.0 0.039 10
0.0 0.0 0.035 11
0.0 0.0 0.031 9
0.0 0.0 0.028 9
0.0 0.0 0.025 11
0.0 0.0 0.023 13
0.0 0.0 0.02 6
0.0 0.0 -0.257 11
0.0 0.0 -0.094 12
0.0 0.0 -0.084 8
0.0 0.0 0.2 12
0.0 0.0 0.18 7
0.0 0.0 0.162 11
0.0 0.0 0.145 10
0.0 0.0 0.131 10
0.0 0.0 0.118 11
0.0 0.0 0.106 9
0.0 0.0 -0.18 9
0.0 0.0 -0.162 11
0.0 0.0 -0.146 10
0.0 0.0 -0.131 9
0.0 0.0 -0.118 11
0.0 0.0 -0.106 12
0.0 0.0 -0.095 7
0.0 0.0 -0.086 11
0.0 0.0 -0.077 10
0.0 0.0 -0.069 10
0.0 0.0 -0.062 9
0.0 0.0 -0.056 11
0.0 0.0 -0.051 10
0.0 0.0 -0.045 9
0.0 0.0 -0.041 11
0.0 0.0 -0.037 12
0.0 0.0 -0.033 8
0.0 0.0 -0.03 10
0.0 0.0 -0.027 9
0.0 0.0 -0.024 11
0.0 0.0 -0.021 9
0.0 0.0 -0.019 11
0.0 0.0 -0.017 10
0.0 0.0 -0.016 9
0.0 0.0 -0.014 11
0.0 0.0 0.263 9
0.0 0.0 0.099 11
0.0 0.0 0.089 9
0.0 0.0 0.08 11
0.0 0.0 0.072 10
0.0 0.0 0.065 10
0.0 0.0 -0.217 10
0.0 0.0 -0.195 13
0.0 0.0 -0.176 7
0.0 0.0 -0.158 10
0.0 0.0 0.133 10
0.0 0.0 0.12 10
0.0 0.0 0.108 10
0.0 0.0 0.097 10
0.0 0.0 0.087 11
0.0 0.0 0.078 9
0.0 0.0 0.07 10
0.0 0.0 0.063 10
0.0 0.0 0.057 10
0.0 0.0 0.051 10
0.0 0.0 0.046 10
0.0 0.0 0.041 11
0.0 0.0 0.037 9
0.0 0.0 0.033 10
0.0 0.0 0.03 9
0.0 0.0 0.027 11
